,modern_tempature_source,modern_temperature_year,modern_mean_temperature,bag,ztop,EDC3béta,historical_temp_year,deutfinal,historical_temp_kelvin,acc-EDC3beta,modern_co2_Date,modern_co2_Decimal_Date,modern_co2_Average,modern_co2_Interpolated,modern_co2_Trend,modern_co2_Number_of_Days,historical_EDC3_gas_year,historical_co2_ppmv,historical_study_source,ch4_year,ch4_month,ch4_decimal_date,ch4_average,ch4_average_unc,ch4_trend,ch4_trend_unc,irish_rainfall_year,irish_rainfall_month,median_monthly_rainfall,irish_rainfall_date
0,GCAG,2016,0.9363,1,0.0,-50.0,-55.0,,218.3,3.105321,1958-03-01,1958.208,315.71,315.71,314.62,-1,137,280.4,Dome C (Monnin et al. 2001) measured at University of Bern,1983,7,1983.542,1625.93,2.26,1634.85,1.45,1711,1,16.4,1711-01-01
1,GISTEMP,2016,0.99,2,0.55,-43.55977,-50.51333333,,218.3,3.104805,1958-04-01,1958.292,317.45,317.45,315.29,-1,268,274.9,Dome C (Monnin et al. 2001) measured at University of Bern,1983,8,1983.625,1628.08,2.88,1635.42,1.39,1711,2,73.1,1711-02-01
2,GCAG,2015,0.8998,3,1.1,-37.44019,-46.02666667,,218.3,3.104404,1958-05-01,1958.375,317.5,317.5,314.71,-1,279,277.9,Dome C (Monnin et al. 2001) measured at University of Bern,1983,9,1983.708,1638.41,2.34,1636.05,1.32,1711,3,121.2,1711-03-01
3,GISTEMP,2015,0.87,4,1.65,-31.64156,-41.54,,218.3,3.104025,1958-06-01,1958.458,-99.99,317.1,314.85,-1,395,279.1,Dome C (Monnin et al. 2001) measured at University of Bern,1983,10,1983.792,1644.8,1.5,1636.74,1.24,1711,4,85.2,1711-04-01
4,GCAG,2014,0.7408,5,2.2,-24.55278,-34.51666667,,218.3,3.103453,1958-07-01,1958.542,315.86,315.86,314.98,-1,404,281.9,Dome C (Monnin et al. 2001) measured at University of Bern,1983,11,1983.875,1642.62,0.73,1637.49,1.16,1711,5,66.6,1711-05-01
5,GISTEMP,2014,0.74,6,2.75,-17.78422,-27.49333333,,218.3,3.102677,1958-08-01,1958.625,314.93,314.93,315.94,-1,485,277.7,Dome C (Monnin et al. 2001) measured at University of Bern,1983,12,1983.958,1639.53,0.89,1638.31,1.08,1711,6,66.6,1711-06-01
6,GCAG,2013,0.6679,7,3.3,-11.01305,-20.47,,218.3,3.101557,1958-09-01,1958.708,313.2,313.2,315.91,-1,559,281.1,Dome C (Monnin et al. 2001) measured at University of Bern,1984,1,1984.042,1638.77,1.95,1639.22,0.98,1711,7,46.9,1711-07-01
7,GISTEMP,2013,0.65,8,3.85,-3.2703,-12.21333333,,218.3,3.099708,1958-10-01,1958.792,-99.99,312.66,315.61,-1,672,282.2,Dome C (Monnin et al. 2001) measured at University of Bern,1984,2,1984.125,1638.87,2.11,1640.13,0.9,1711,8,91.7,1711-08-01
8,GCAG,2012,0.624,9,4.4,5.447842,-3.956666667,,218.3,3.096691,1958-11-01,1958.875,313.33,313.33,315.31,-1,754,280.1,Dome C (Monnin et al. 2001) measured at University of Bern,1984,3,1984.208,1640.82,1.78,1641.1,0.83,1711,9,74.2,1711-09-01
9,GISTEMP,2012,0.63,10,4.95,13.52999,4.3,,218.3,3.092812,1958-12-01,1958.958,314.67,314.67,315.61,-1,877,278.4,Dome C (Monnin et al. 2001) measured at University of Bern,1984,4,1984.292,1643.96,2.06,1642.16,0.76,1711,10,128.8,1711-10-01
10,GCAG,2011,0.5788,11,5.5,22.27284,13.22,,218.3,3.087226,1959-01-01,1959.042,315.62,315.62,315.7,-1,950,276.6,Dome C (Monnin et al. 2001) measured at University of Bern,1984,5,1984.375,1643.16,1.14,1643.24,0.71,1711,11,207.4,1711-11-01
11,GISTEMP,2011,0.6,12,6.05,30.70987,22.14,,218.3,3.080266,1959-02-01,1959.125,316.38,316.38,315.88,-1,1060,279.1,Dome C (Monnin et al. 2001) measured at University of Bern,1984,6,1984.458,1639.72,0.82,1644.35,0.66,1711,12,113.5,1711-12-01
12,GCAG,2010,0.7014,13,6.6,38.51757,31.06,-390.9,218.3,3.07229,1959-03-01,1959.208,316.71,316.71,315.62,-1,1153,277.7,Dome C (Monnin et al. 2001) measured at University of Bern,1984,7,1984.542,1637.97,1.01,1645.48,0.63,1712,1,42.6,1712-01-01
13,GISTEMP,2010,0.71,14,7.15,47.00211,39.72333333,-385.1,219.2,3.055912,1959-04-01,1959.292,317.72,317.72,315.56,-1,1233,278.7,Dome C (Monnin et al. 2001) measured at University of Bern,1984,8,1984.625,1641.7,1.47,1646.63,0.61,1712,2,31.3,1712-02-01
14,GCAG,2009,0.6367,15,7.7,55.20552,48.38666667,-377.8,220.4,3.043866,1959-05-01,1959.375,318.29,318.29,315.5,-1,1350,277.4,Dome C (Monnin et al. 2001) measured at University of Bern,1984,9,1984.708,1650.59,1.19,1647.76,0.59,1712,3,83.9,1712-03-01
15,GISTEMP,2009,0.64,16,8.25,64.43646,57.05,-394.1,217.7,3.027896,1959-06-01,1959.458,318.15,318.15,315.92,-1,1453,279.2,Dome C (Monnin et al. 2001) measured at University of Bern,1984,10,1984.792,1654.59,1.45,1648.88,0.59,1712,4,102.7,1712-04-01
16,GCAG,2008,0.5419,17,8.8,73.05573,66.38,-398.7,217.0,3.011312,1959-07-01,1959.542,316.54,316.54,315.66,-1,1552,280.0,Dome C (Monnin et al. 2001) measured at University of Bern,1984,11,1984.875,1653.82,0.96,1649.98,0.58,1712,5,60.1,1712-05-01
17,GISTEMP,2008,0.54,18,9.35,81.72349,75.71,-395.9,217.4,2.994881,1959-08-01,1959.625,314.8,314.8,315.81,-1,1638,278.9,Dome C (Monnin et al. 2001) measured at University of Bern,1984,12,1984.958,1656.19,1.06,1651.07,0.58,1712,6,102.7,1712-06-01
18,GCAG,2007,0.61,19,9.9,90.43857,85.04,-395.9,217.4,2.92487,1959-09-01,1959.708,313.84,313.84,316.55,-1,1733,278.7,Dome C (Monnin et al. 2001) measured at University of Bern,1985,1,1985.042,1655.58,0.96,1652.15,0.58,1712,7,200.4,1712-07-01
19,GISTEMP,2007,0.66,20,10.45,99.70485,94.86333333,-399.3,216.9,2.678806,1959-10-01,1959.792,313.26,313.26,316.19,-1,1812,278.0,Dome C (Monnin et al. 2001) measured at University of Bern,1985,2,1985.125,1652.25,1.36,1653.16,0.58,1712,8,106.5,1712-08-01
20,GCAG,2006,0.6125,21,11.0,109.8195,104.6866667,-391.4,218.2,2.668117,1959-11-01,1959.875,314.8,314.8,316.78,-1,1931,276.9,Dome C (Monnin et al. 2001) measured at University of Bern,1985,3,1985.208,1654.61,1.0,1654.16,0.58,1712,9,111.5,1712-09-01
21,GISTEMP,2006,0.63,22,11.55,119.2176,114.51,-399.5,216.8,2.660774,1959-12-01,1959.958,315.58,315.58,316.52,-1,2057,276.7,Dome C (Monnin et al. 2001) measured at University of Bern,1985,4,1985.292,1658.18,0.83,1655.17,0.59,1712,10,180.4,1712-10-01
22,GCAG,2005,0.6585,23,12.1,129.3916,124.6733333,-402.9,216.3,2.65627,1960-01-01,1960.042,316.43,316.43,316.51,-1,2128,276.7,Dome C (Monnin et al. 2001) measured at University of Bern,1985,5,1985.375,1655.89,1.21,1656.18,0.59,1712,11,175.4,1712-11-01
23,GISTEMP,2005,0.69,24,12.65,139.9534,134.8366667,-393.9,217.8,2.655582,1960-02-01,1960.125,316.97,316.97,316.47,-1,2212,277.6,Dome C (Monnin et al. 2001) measured at University of Bern,1985,6,1985.458,1650.04,1.22,1657.18,0.59,1712,12,55.1,1712-12-01
24,GCAG,2004,0.5783,25,13.2,150.1377,145.0,-398.6,217.0,2.659589,1960-03-01,1960.208,317.58,317.58,316.49,-1,2334,277.9,Dome C (Monnin et al. 2001) measured at University of Bern,1985,7,1985.542,1646.8,1.17,1658.18,0.6,1713,1,97.3,1713-01-01
25,GISTEMP,2004,0.55,26,13.75,160.6797,155.4433333,-389.8,218.4,2.662412,1960-04-01,1960.292,319.02,319.02,316.86,-1,2433,273.9,Dome C (Monnin et al. 2001) measured at University of Bern,1985,8,1985.625,1652.26,1.06,1659.2,0.61,1713,2,107.1,1713-02-01
26,GCAG,2003,0.6134,27,14.3,171.2088,165.8866667,-394.5,217.7,2.66669,1960-05-01,1960.375,320.03,320.03,317.24,-1,2536,278.9,Dome C (Monnin et al. 2001) measured at University of Bern,1985,9,1985.708,1662.48,0.98,1660.21,0.61,1713,3,60.9,1713-03-01
27,GISTEMP,2003,0.62,28,14.85,181.7194,176.33,-400.5,216.7,2.672306,1960-06-01,1960.458,319.59,319.59,317.36,-1,2604,275.3,Dome C (Monnin et al. 2001) measured at University of Bern,1985,10,1985.792,1667.5,1.16,1661.22,0.62,1713,4,30.5,1713-04-01
28,GCAG,2002,0.6023,29,15.4,191.8325,186.7333333,-403.6,216.2,2.678883,1960-07-01,1960.542,318.18,318.18,317.3,-1,2728,274.7,Dome C (Monnin et al. 2001) measured at University of Bern,1985,11,1985.875,1666.83,1.32,1662.25,0.64,1713,5,70.7,1713-05-01
29,GISTEMP,2002,0.63,30,15.95,202.293,197.1366667,-393.1,217.9,2.734536,1960-08-01,1960.625,315.91,315.91,316.92,-1,2806,276.3,Dome C (Monnin et al. 2001) measured at University of Bern,1985,12,1985.958,1666.03,1.17,1663.28,0.65,1713,6,76.6,1713-06-01
30,GCAG,2001,0.5473,31,16.5,212.5394,207.54,-410.9,215.0,2.745716,1960-09-01,1960.708,314.16,314.16,316.87,-1,2902,274.6,Dome C (Monnin et al. 2001) measured at University of Bern,1986,1,1986.042,1666.26,1.18,1664.34,0.67,1713,7,160.1,1713-07-01
31,GISTEMP,2001,0.55,32,17.05,223.471,218.3533333,-393.6,217.8,2.75664,1960-10-01,1960.792,313.83,313.83,316.76,-1,3053,276.3,Dome C (Monnin et al. 2001) measured at University of Bern,1986,2,1986.125,1666.93,1.72,1665.36,0.69,1713,8,127.7,1713-08-01
32,GCAG,2000,0.4262,33,17.6,233.9967,229.1666667,-391.1,218.2,2.768041,1960-11-01,1960.875,315.0,315.0,316.98,-1,3116,273.1,Dome C (Monnin et al. 2001) measured at University of Bern,1986,3,1986.208,1669.27,1.32,1666.38,0.7,1713,9,39.3,1713-09-01
33,GISTEMP,2000,0.42,34,18.15,244.8395,239.98,-391.9,218.1,2.764792,1960-12-01,1960.958,316.19,316.19,317.13,-1,3215,274.0,Dome C (Monnin et al. 2001) measured at University of Bern,1986,4,1986.292,1670.8,1.37,1667.45,0.72,1713,10,41.3,1713-10-01
34,GCAG,1999,0.4438,35,18.7,255.6953,251.3866667,-396.3,217.4,2.687325,1961-01-01,1961.042,316.93,316.93,317.03,-1,3336,275.0,Dome C (Monnin et al. 2001) measured at University of Bern,1986,5,1986.375,1668.45,0.96,1668.52,0.75,1713,11,90.4,1713-11-01
35,GISTEMP,1999,0.42,36,19.25,266.864,262.7933333,-397.0,217.3,2.699987,1961-02-01,1961.125,317.7,317.7,317.28,-1,3453,273.4,Dome C (Monnin et al. 2001) measured at University of Bern,1986,6,1986.458,1664.76,1.14,1669.6,0.77,1713,12,80.6,1713-12-01
36,GCAG,1998,0.6344,37,19.8,277.9812,274.2,-404.7,216.0,2.712933,1961-03-01,1961.208,318.54,318.54,317.47,-1,3523,273.0,Dome C (Monnin et al. 2001) measured at University of Bern,1986,7,1986.542,1662.33,1.13,1670.68,0.78,1714,1,42.4,1714-01-01
37,GISTEMP,1998,0.64,38,20.35,289.4143,286.1633333,-398.2,217.1,2.726437,1961-04-01,1961.292,319.48,319.48,317.27,-1,3622,271.5,Dome C (Monnin et al. 2001) measured at University of Bern,1986,8,1986.625,1664.39,1.53,1671.78,0.8,1714,2,80.5,1714-02-01
38,GCAG,1997,0.5187,39,20.9,301.1585,298.1266667,-395.2,217.6,2.724871,1961-05-01,1961.375,320.58,320.58,317.7,-1,3721,275.4,Dome C (Monnin et al. 2001) measured at University of Bern,1986,9,1986.708,1672.57,1.36,1672.87,0.81,1714,3,53.9,1714-03-01
39,GISTEMP,1997,0.48,40,21.45,312.545,310.09,-403.5,216.2,2.730676,1961-06-01,1961.458,319.77,319.77,317.48,-1,3790,274.9,Dome C (Monnin et al. 2001) measured at University of Bern,1986,10,1986.792,1678.67,1.61,1673.96,0.81,1714,4,56.6,1714-04-01
40,GCAG,1996,0.3228,41,22.0,323.9099,322.2733333,-398.6,217.0,2.743243,1961-07-01,1961.542,318.57,318.57,317.7,-1,3910,271.7,Dome C (Monnin et al. 2001) measured at University of Bern,1986,11,1986.875,1679.0,1.88,1675.05,0.8,1714,5,41.6,1714-05-01
41,GISTEMP,1996,0.35,42,22.55,335.5896,334.4566667,-399.7,216.8,2.755527,1961-08-01,1961.625,316.79,316.79,317.8,-1,4004,271.6,Dome C (Monnin et al. 2001) measured at University of Bern,1986,12,1986.958,1679.1,1.15,1676.14,0.79,1714,6,26.5,1714-06-01
42,GCAG,1995,0.4577,43,23.1,346.8579,346.64,-396.0,217.4,2.726245,1961-09-01,1961.708,314.8,314.8,317.49,-1,4096,272.8,Dome C (Monnin et al. 2001) measured at University of Bern,1987,1,1987.042,1679.37,1.16,1677.24,0.76,1714,7,150.3,1714-07-01
43,GISTEMP,1995,0.46,44,23.65,358.6178,359.39,-400.2,216.7,2.677694,1961-10-01,1961.792,315.38,315.38,318.35,-1,4161,271.5,Dome C (Monnin et al. 2001) measured at University of Bern,1987,2,1987.125,1679.05,1.06,1678.28,0.73,1714,8,79.6,1714-08-01
44,GCAG,1994,0.3409,45,24.2,370.9679,372.14,-401.6,216.5,2.686326,1961-11-01,1961.875,316.1,316.1,318.13,-1,4324,271.1,Dome C (Monnin et al. 2001) measured at University of Bern,1987,3,1987.208,1680.06,0.87,1679.31,0.7,1714,9,66.3,1714-09-01
45,GISTEMP,1994,0.32,46,24.75,382.9111,384.89,-405.4,215.9,2.693056,1961-12-01,1961.958,317.01,317.01,317.94,-1,4374,269.1,Dome C (Monnin et al. 2001) measured at University of Bern,1987,4,1987.292,1681.36,0.82,1680.35,0.66,1714,10,114.1,1714-10-01
46,GCAG,1993,0.2853,47,25.3,395.2021,397.84,-399.0,216.9,2.741105,1962-01-01,1962.042,317.94,317.94,318.06,-1,4480,269.8,Dome C (Monnin et al. 2001) measured at University of Bern,1987,5,1987.375,1681.85,1.08,1681.37,0.62,1714,11,82.2,1714-11-01
47,GISTEMP,1993,0.24,48,25.85,407.2843,410.79,-396.9,217.3,2.821527,1962-02-01,1962.125,318.56,318.56,318.11,-1,4573,271.5,Dome C (Monnin et al. 2001) measured at University of Bern,1987,6,1987.458,1679.98,1.11,1682.37,0.57,1714,12,90.2,1714-12-01
48,GCAG,1992,0.2571,49,26.4,418.6733,423.74,-394.9,217.6,2.821524,1962-03-01,1962.208,319.68,319.68,318.57,-1,4703,270.7,Dome C (Monnin et al. 2001) measured at University of Bern,1987,7,1987.542,1675.96,0.83,1683.34,0.53,1715,1,125.8,1715-01-01
49,GISTEMP,1992,0.23,50,26.95,430.4257,436.3933333,-406.6,215.7,2.818627,1962-04-01,1962.292,320.63,320.63,318.45,-1,4766,269.3,Dome C (Monnin et al. 2001) measured at University of Bern,1987,8,1987.625,1677.17,0.82,1684.29,0.49,1715,2,69.2,1715-02-01
50,GCAG,1991,0.4055,51,27.5,442.5554,449.0466667,-395.2,217.6,2.827304,1962-05-01,1962.375,321.01,321.01,318.2,-1,4874,268.6,Dome C (Monnin et al. 2001) measured at University of Bern,1987,9,1987.708,1685.58,0.91,1685.2,0.46,1715,3,76.7,1715-03-01
51,GISTEMP,1991,0.43,52,28.05,454.3007,461.7,-395.3,217.5,2.864376,1962-06-01,1962.458,320.55,320.55,318.27,-1,5004,269.8,Dome C (Monnin et al. 2001) measured at University of Bern,1987,10,1987.792,1691.57,1.01,1686.08,0.44,1715,4,135.9,1715-04-01
52,GCAG,1990,0.4328,53,28.6,466.2551,474.5333333,-399.5,216.8,2.850119,1962-07-01,1962.542,319.58,319.58,318.67,-1,5094,267.6,Dome C (Monnin et al. 2001) measured at University of Bern,1987,11,1987.875,1691.18,0.85,1686.93,0.43,1715,5,166.1,1715-05-01
53,GISTEMP,1990,0.44,54,29.15,478.2794,487.3666667,-401.0,216.6,2.831804,1962-08-01,1962.625,317.4,317.4,318.48,-1,5160,265.3,Dome C (Monnin et al. 2001) measured at University of Bern,1987,12,1987.958,1690.51,0.84,1687.77,0.43,1715,6,106.9,1715-06-01
54,GCAG,1989,0.297,55,29.7,490.3924,500.2,-393.6,217.8,2.783818,1962-09-01,1962.708,316.26,316.26,319.03,-1,5274,265.2,Dome C (Monnin et al. 2001) measured at University of Bern,1988,1,1988.042,1692.18,0.93,1688.62,0.46,1715,7,123.3,1715-07-01
55,GISTEMP,1989,0.29,56,30.25,503.0865,513.42,-410.4,215.0,2.649808,1962-10-01,1962.792,315.42,315.42,318.33,-1,5370,267.6,Dome C (Monnin et al. 2001) measured at University of Bern,1988,2,1988.125,1692.8,0.89,1689.41,0.48,1715,8,108.2,1715-08-01
56,GCAG,1988,0.3757,57,30.8,516.0368,526.64,-401.3,216.5,2.628777,1962-11-01,1962.875,316.69,316.69,318.62,-1,5476,265.9,Dome C (Monnin et al. 2001) measured at University of Bern,1988,3,1988.208,1691.47,1.06,1690.2,0.51,1715,9,128.3,1715-09-01
57,GISTEMP,1988,0.41,58,31.35,529.475,539.86,-398.3,217.0,2.608592,1962-12-01,1962.958,317.69,317.69,318.61,-1,5562,265.5,Dome C (Monnin et al. 2001) measured at University of Bern,1988,4,1988.292,1690.1,1.06,1691.03,0.54,1715,10,104.4,1715-10-01
58,GCAG,1987,0.3696,59,31.9,542.6268,553.08,-388.5,218.7,2.672903,1963-01-01,1963.042,318.74,318.74,318.91,-1,5657,260.7,Dome C (Monnin et al. 2001) measured at University of Bern,1988,5,1988.375,1689.13,0.98,1691.87,0.58,1715,11,65.4,1715-11-01
59,GISTEMP,1987,0.33,60,32.45,555.8396,566.3,-391.9,218.1,2.822153,1963-02-01,1963.125,319.08,319.08,318.68,-1,5716,266.7,Dome C (Monnin et al. 2001) measured at University of Bern,1988,6,1988.458,1687.19,1.22,1692.73,0.61,1715,12,47.8,1715-12-01
60,GCAG,1986,0.2296,61,33.0,568.3494,579.52,-400.8,216.6,2.805037,1963-03-01,1963.208,319.86,319.86,318.69,-1,5855,265.5,Dome C (Monnin et al. 2001) measured at University of Bern,1988,7,1988.542,1686.01,0.95,1693.61,0.63,1716,1,17.8,1716-01-01
61,GISTEMP,1986,0.19,62,33.55,580.9313,592.3966667,-387.7,218.8,2.790755,1963-04-01,1963.292,321.39,321.39,319.09,-1,5998,263.2,Dome C (Monnin et al. 2001) measured at University of Bern,1988,8,1988.625,1689.43,1.11,1694.53,0.65,1716,2,55.5,1716-02-01
62,GCAG,1985,0.1342,63,34.1,593.5725,605.2733333,-401.4,216.5,2.787745,1963-05-01,1963.375,322.25,322.25,319.39,-1,6039,262.7,Dome C (Monnin et al. 2001) measured at University of Bern,1988,9,1988.708,1696.14,1.2,1695.46,0.66,1716,3,37.7,1716-03-01
63,GISTEMP,1985,0.12,64,34.65,606.2219,618.15,-401.0,216.6,2.813386,1963-06-01,1963.458,321.47,321.47,319.16,-1,6131,261.2,Dome C (Monnin et al. 2001) measured at University of Bern,1988,10,1988.792,1701.2,1.26,1696.42,0.66,1716,4,73.2,1716-04-01
64,GCAG,1984,0.149,65,35.2,619.1082,630.7,-387.3,218.9,2.808731,1963-07-01,1963.542,319.74,319.74,318.77,-1,6263,261.1,Dome C (Monnin et al. 2001) measured at University of Bern,1988,11,1988.875,1702.98,1.34,1697.39,0.66,1716,5,128.7,1716-05-01
65,GISTEMP,1984,0.15,66,35.75,631.65,643.25,-390.2,218.4,2.808108,1963-08-01,1963.625,317.77,317.77,318.83,-1,6354,259.4,Dome C (Monnin et al. 2001) measured at University of Bern,1988,12,1988.958,1702.04,1.14,1698.39,0.65,1716,6,53.4,1716-06-01
66,GCAG,1983,0.3411,67,36.3,644.5452,655.8,-394.5,217.7,2.782628,1963-09-01,1963.708,316.21,316.21,319.06,-1,6434,262.1,Dome C (Monnin et al. 2001) measured at University of Bern,1989,1,1989.042,1700.56,1.0,1699.41,0.64,1716,7,75.3,1716-07-01
67,GISTEMP,1983,0.3,68,36.85,657.9103,669.4466667,-401.9,216.4,2.545311,1963-10-01,1963.792,315.99,315.99,319.0,-1,6545,262.9,Dome C (Monnin et al. 2001) measured at University of Bern,1989,2,1989.125,1701.08,1.17,1700.39,0.63,1716,8,67.0,1716-08-01
68,GCAG,1982,0.1815,69,37.4,672.1189,683.0933333,-399.8,216.8,2.556151,1963-11-01,1963.875,317.12,317.12,319.1,-1,6617,258.1,Dome C (Monnin et al. 2001) measured at University of Bern,1989,3,1989.208,1702.47,1.26,1701.36,0.62,1716,9,193.6,1716-09-01
69,GISTEMP,1982,0.13,70,37.95,686.6481,696.74,-399.9,216.8,2.572144,1963-12-01,1963.958,318.31,318.31,319.25,-1,6713,257.6,Dome C (Monnin et al. 2001) measured at University of Bern,1989,4,1989.292,1703.58,1.03,1702.37,0.6,1716,10,144.4,1716-10-01
70,GCAG,1981,0.2999,71,38.5,700.6882,711.2466667,-399.1,216.9,2.550936,1964-01-01,1964.042,319.57,319.57,319.67,-1,6838,262.3,Dome C (Monnin et al. 2001) measured at University of Bern,1989,5,1989.375,1703.38,0.51,1703.36,0.59,1716,11,122.4,1716-11-01
